Episode,Average Reward,Average Lifespan,True Location Count,False Location Count,Explore Actions,Target Actions
117,-36.800249999999494,3651.315789473684,25,23,11,48
118,-33.26249999999943,3079.8947368421054,16,26,4,42
119,-39.36874999999951,2711.4736842105262,17,24,8,41
120,-44.428999999999824,2727.1111111111113,22,22,7,44
121,-37.386499999998705,3016.4210526315787,18,28,9,46
122,-40.189999999999,3434.65,22,27,3,49
123,-41.65024999999932,2516.4444444444443,16,22,6,38
124,-30.905749999999045,2899.4210526315787,22,26,8,48
125,-31.987749999999256,3415.684210526316,17,30,11,47
126,-36.46949999999967,2189.4,10,20,7,30
127,-38.43299999999845,3676.65,25,30,4,55
128,-38.3002499999991,3687.85,21,31,6,52
129,-17.77099999999971,4124.1578947368425,31,34,9,65
130,-43.30449999999974,1936.111111111111,17,25,9,42
131,-13.7179999999998,1987.625,24,28,5,52
132,-24.59374999999921,3546.55,21,21,11,42
133,-41.20725,1532.1875,8,25,7,33
134,-29.820499999999633,3156.842105263158,23,22,7,45
135,-48.049249999999795,2591.7,8,25,6,33
136,-31.913499999999544,2544.6666666666665,16,20,9,36
137,-24.522749999999,2956.3684210526317,23,29,6,52
138,-26.74174999999919,2975.9,21,25,7,46
139,-35.70799999999902,2458.9411764705883,19,26,3,45
140,-27.107749999999527,2394.8947368421054,17,26,6,43
141,-26.201249999999042,3141.684210526316,20,31,8,51
142,-27.126749999999554,2438.8888888888887,19,25,5,44
143,-22.427500000000187,2092.222222222222,23,25,7,48
144,-33.73749999999924,2114.1052631578946,14,25,5,39
145,-30.595749999999235,3120.3,21,25,4,46
146,-29.30024999999921,3118.85,19,31,3,50
147,-28.365749999999583,2166.823529411765,20,21,6,41
148,-30.608500000000003,2484.6111111111113,13,31,11,44
149,-25.1319999999994,2735.1111111111113,24,25,7,49
150,-37.49074999999973,2764.05,11,28,5,39
151,-50.98824999999982,1711.0,5,18,8,23
152,-44.81099999999973,2637.9473684210525,24,22,7,46
153,-31.215999999999134,3201.35,23,24,6,47
154,-28.402749999999408,3960.05,31,27,3,58
155,-38.851749999998454,2390.3888888888887,22,25,6,47
156,-27.458499999999823,3060.15,23,17,3,40
157,-43.71849999999916,2576.3333333333335,21,22,8,43
158,-44.173999999999225,2449.9473684210525,12,21,6,33
159,-36.01799999999952,2693.6666666666665,16,28,8,44
160,-38.71049999999896,2892.1111111111113,23,31,3,54
161,-31.632499999999844,3123.3684210526317,25,25,6,50
162,-36.42824999999955,2570.3684210526317,14,27,5,41
163,-37.15924999999992,2080.823529411765,32,31,8,63
164,-55.45774999999959,3575.2105263157896,15,36,9,51
165,-31.704499999999797,2580.294117647059,28,28,12,56
166,-38.091999999999345,2275.3684210526317,19,28,2,47
167,-36.64524999999924,1981.8235294117646,19,25,8,44
168,-32.907499999999295,2225.15,12,22,7,34
169,-38.33774999999913,2092.0588235294117,18,32,6,50
170,-26.13800000000013,1648.25,30,32,10,62
171,-34.115999999999886,1950.0588235294117,28,33,8,61
172,-36.126249999999956,2707.7,15,25,5,40
173,-37.91424999999973,2134.0,14,24,7,38
174,-32.98849999999925,2987.277777777778,19,28,7,47
175,-41.186249999999674,2720.222222222222,18,24,4,42
176,-28.034999999999712,2248.9411764705883,17,23,8,40
177,-34.60624999999974,2623.0555555555557,16,25,7,41
178,-36.85774999999952,3278.3,19,29,6,48
179,-38.06649999999926,3018.05,13,27,6,40
180,-37.325499999999685,2261.5555555555557,13,24,7,37
181,-41.25724999999992,2333.8888888888887,16,28,12,44
182,-38.3749999999991,3100.5,15,28,5,43
183,-24.26225000000028,2353.470588235294,32,38,2,70
184,-44.457999999999636,2016.5,5,25,7,30
185,-38.647249999999644,3047.2631578947367,20,26,7,46
186,-38.881249999999895,3570.2631578947367,22,35,6,57
187,-15.096749999999755,2705.1666666666665,35,26,8,61
188,-16.45774999999943,3183.9,23,28,7,51
189,-34.21449999999879,2925.6666666666665,27,32,10,59
190,-35.324499999999446,2952.9473684210525,22,24,7,46
191,-35.55274999999894,2342.6666666666665,18,21,9,39
192,-30.6222499999994,2529.3684210526317,21,18,5,39
193,-41.02974999999934,2064.0,22,27,6,49
194,-31.098249999999922,3075.9,13,27,7,40
195,-40.77549999999941,3095.722222222222,27,43,5,70
196,-25.62749999999928,2987.3333333333335,26,27,6,53
197,-31.60250000000006,2044.5555555555557,22,25,12,47
198,-37.43099999999963,2629.1,17,22,6,39
199,-41.9249999999996,2135.0,11,22,11,33
200,-49.09649999999963,1959.5263157894738,9,27,6,36
201,-32.94074999999968,3043.722222222222,20,31,4,51
202,-34.23049999999981,2774.8333333333335,22,22,11,44
203,-33.10299999999994,2219.0,16,25,6,41
204,-37.25349999999965,2824.2631578947367,23,31,6,54
205,-29.03124999999962,2155.777777777778,14,25,7,39
206,-32.23874999999948,1966.8235294117646,17,24,7,41
207,-39.63499999999955,3364.8,20,19,8,39
208,-25.361999999998893,4206.9,26,35,8,61
209,-34.31875000000018,1631.8333333333333,9,28,8,37
210,-27.857749999999577,2400.1176470588234,18,24,8,42
211,-32.54249999999902,3215.6,18,32,6,50
212,-34.50224999999933,2587.842105263158,18,19,9,37
213,-35.86925000000014,1941.6470588235295,19,29,9,48
214,-35.98724999999937,3564.85,24,30,4,54
215,-40.588499999999684,1991.6666666666667,10,23,9,33
216,-34.7149999999995,2546.0526315789475,19,21,7,40
217,-37.51424999999939,2539.3684210526317,12,23,9,35
218,-39.14574999999919,2703.3333333333335,18,29,8,47
219,-40.660499999999985,1988.842105263158,10,28,8,38
220,-46.417249999999164,1906.1666666666667,11,29,1,40
221,-46.542499999999094,2669.1176470588234,19,32,6,51
222,-22.923499999998956,4444.1,33,30,5,63
223,-32.99449999999941,2769.157894736842,14,30,4,44
224,-33.95749999999936,2591.85,17,24,5,41
225,-48.484749999999224,2480.9473684210525,14,23,14,37
226,-35.5182499999994,2085.222222222222,12,27,2,39
227,-22.016999999999285,2228.3529411764707,20,27,5,47
228,-36.50924999999968,4000.4736842105262,25,30,9,55
229,-47.32899999999991,2466.294117647059,14,31,4,45
230,-25.49824999999951,2806.5,27,29,9,56
231,-25.99224999999958,3276.157894736842,19,28,6,47
232,-35.68974999999949,3691.3684210526317,28,30,2,58
233,-40.37499999999797,2524.3333333333335,20,30,9,50
234,-35.45099999999999,1851.7368421052631,10,27,7,37
235,-41.04749999999934,1916.1875,29,28,10,57
236,-36.97499999999898,2928.684210526316,28,26,5,54
237,-43.389250000000054,3370.5789473684213,17,32,6,49
238,-43.72199999999995,2530.1052631578946,25,31,7,56
239,-43.864249999998876,1623.235294117647,13,22,10,35
240,-34.13474999999979,2998.0,20,32,6,52
241,-30.727499999998862,4263.2,28,26,9,54
242,-52.52774999999938,2086.8888888888887,10,28,3,38
243,-43.62625000000007,1429.0,9,26,3,35
244,-54.47875000000008,1696.9375,14,31,9,45
245,-39.78474999999971,2177.722222222222,12,29,3,41
246,-35.54174999999932,2175.0588235294117,22,32,9,54
247,-36.95024999999958,2088.65,13,24,3,37
248,-29.22699999999885,2307.705882352941,22,32,5,54
249,-33.06074999999842,2051.823529411765,19,25,9,44
250,-30.729499999999195,2911.5,23,27,10,50
251,-36.915249999998984,4040.95,24,37,5,61
252,-39.97374999999995,2248.8823529411766,19,27,7,46
253,-18.71575000000017,2874.470588235294,26,38,3,64
254,-25.65649999999902,3036.6666666666665,30,34,8,64
255,-42.81574999999936,2113.2631578947367,8,30,7,38
256,-36.44224999999817,2993.7368421052633,25,26,10,51
257,-43.07574999999978,2060.5789473684213,6,25,3,31
258,-29.373499999998433,3155.722222222222,28,27,7,55
259,-36.7552499999996,3079.9473684210525,21,29,5,50
260,-33.82049999999936,2947.3,17,27,8,44
261,-35.79749999999916,3170.0526315789475,24,29,6,53
262,-46.14099999999989,1429.0,2,28,6,30
263,-32.732749999999314,2307.0526315789475,14,26,7,40
264,-33.418250000000285,1972.9473684210527,12,25,7,37
265,-41.088249999998936,2939.45,20,30,6,50
266,-42.41149999999944,2895.0,18,37,5,55
267,-34.573750000000324,1541.125,20,29,4,49
268,-31.988749999998646,2842.722222222222,24,23,11,47
269,-37.724749999999666,3014.0,17,29,1,46
270,-36.71199999999972,2330.0,8,24,7,32
271,-38.826249999999455,1741.5625,13,27,10,40
272,-28.86199999999966,3325.4736842105262,26,35,12,61
273,-39.16349999999981,1944.0555555555557,9,30,5,39
274,-29.873499999997826,4020.5263157894738,40,30,2,70
275,-45.49774999999933,2574.3,15,27,3,42
276,-39.708250000000135,2185.470588235294,17,34,10,51
277,-29.22024999999922,2028.0526315789473,16,26,8,42
278,-27.90674999999941,2532.35,13,29,5,42
279,-38.269499999999255,2405.0,15,23,5,38
280,-32.8547499999993,2684.7,15,32,5,47
281,-51.96524999999963,2663.6666666666665,23,28,6,51
282,-41.7437499999993,2676.8333333333335,19,25,4,44
283,-40.64274999999979,2798.3684210526317,14,24,10,38
284,-31.019499999999304,3054.277777777778,28,25,7,53
285,-39.82924999999954,4516.4,18,28,7,46
286,-37.818749999999284,2168.05,13,25,4,38
287,-42.4912499999987,2486.5,19,25,7,44
288,-22.13199999999929,3516.0,25,22,8,47
289,-41.07525000000103,1802.0555555555557,20,47,6,67
290,-30.457500000000078,2358.1176470588234,28,28,10,56
291,-24.152499999999755,2171.5555555555557,16,23,7,39
292,-38.98550000000013,1655.7222222222222,8,31,3,39
293,-43.47199999999921,2393.8333333333335,14,31,5,45
294,-45.39749999999872,2505.9473684210525,20,28,4,48
295,-26.120499999999556,3090.2,19,26,4,45
296,-37.75600000000007,2528.722222222222,27,32,4,59
297,-33.23774999999886,2632.6470588235293,19,24,13,43
298,-26.232249999999226,2789.2105263157896,18,24,6,42
299,-40.21649999999946,1846.111111111111,9,27,7,36
300,-34.52399999999848,2210.529411764706,19,29,12,48
301,-35.66524999999966,2032.25,7,26,3,33
302,-27.81149999999935,2972.8947368421054,17,30,6,47
303,-29.059749999999553,2453.65,14,23,6,37
304,-43.47949999999949,2484.6666666666665,18,34,5,52
305,-33.73024999999957,2936.157894736842,24,28,8,52
306,-35.181749999999035,3480.65,25,25,4,50
307,-32.13149999999941,2711.277777777778,33,31,10,64
308,-38.286749999999074,2305.6111111111113,15,34,6,49
309,-50.85575000000013,2277.8823529411766,21,38,4,59
310,-35.517000000000095,1571.875,8,30,10,38
311,-35.35749999999966,2437.0,21,28,4,49
312,-31.946999999999292,2835.45,18,27,6,45
313,-30.68974999999968,2075.05,13,19,9,32
314,-40.53249999999947,2568.05,24,22,2,46
315,-45.844999999999324,2442.222222222222,20,28,2,48
316,-35.1529999999995,2341.4117647058824,24,26,12,50
317,-24.713499999999534,2503.85,18,23,6,41
318,-47.18924999999925,2236.764705882353,15,30,4,45
319,-24.464749999999338,2751.6315789473683,21,25,5,46
320,-36.632749999999525,2959.6315789473683,16,26,8,42
321,-22.53574999999868,2318.0,31,32,5,63
322,-38.54349999999933,2680.6,15,28,4,43
323,-36.359999999998976,2683.0555555555557,20,25,9,45
324,-21.1427499999989,2950.714285714286,24,24,7,48
325,-27.002499999999237,2339.684210526316,19,20,9,39
326,-51.16774999999963,2866.0,32,30,3,62
327,-42.76074999999978,1429.0,6,29,8,35
328,-36.68049999999947,1505.4375,12,24,11,36
329,-30.595749999999537,2532.4,14,25,2,39
330,-38.77449999999932,2876.0,26,22,7,48
331,-37.631249999999,2651.315789473684,20,26,4,46
332,-32.736999999998645,2942.842105263158,25,22,6,47
333,-26.13149999999955,2440.842105263158,20,22,7,42
334,-36.398249999999635,1576.875,8,26,9,34
335,-32.54474999999961,2325.0,18,27,6,45
336,-41.53949999999948,1903.6315789473683,6,29,5,35
337,-40.180499999998894,2899.8888888888887,21,25,9,46
338,-39.58074999999991,2370.235294117647,20,34,5,54
339,-33.76950000000035,3328.0,22,31,13,53
340,-30.632999999999395,2572.8,16,22,5,38
341,-29.097499999999815,2179.823529411765,22,23,5,45
342,-34.019999999999726,2182.25,12,16,10,28
343,-40.74024999999937,2756.222222222222,14,29,5,43
344,-40.070499999999235,2454.294117647059,23,28,8,51
345,-45.0504999999999,2883.1,15,29,9,44
346,-32.60400000000024,2734.4117647058824,34,24,12,58
347,-38.009500000000344,2254.4444444444443,23,26,7,49
348,-29.811999999999376,2421.705882352941,21,18,8,39
349,-5.788249999999385,3027.3684210526317,29,24,9,53
350,-32.57924999999963,2403.157894736842,16,22,3,38
351,-13.658499999999586,3944.5789473684213,39,25,7,64
352,-36.25499999999925,3264.0,20,30,9,50
353,-23.122499999999864,1946.875,33,34,4,67
354,-37.35574999999959,1952.0526315789473,8,23,7,31
355,-24.69625000000002,2695.4444444444443,31,26,7,57
356,-31.918249999999563,2346.75,22,29,6,51
357,-35.184999999999505,2692.55,18,24,3,42
358,-19.58674999999898,2268.4375,37,35,4,72
359,-16.54674999999919,3195.0,25,29,6,54
360,-31.516499999999564,2708.0526315789475,17,22,11,39
361,-38.18524999999954,2151.7894736842104,15,22,4,37
362,-32.76249999999938,3001.35,18,21,7,39
363,-38.724249999999536,2624.5263157894738,20,26,4,46
364,-47.26474999999916,3010.05,12,29,6,41
365,-33.33149999999976,2155.157894736842,19,19,5,38
366,-28.86099999999857,2821.9,24,28,7,52
367,-33.22274999999963,2205.9411764705883,22,22,2,44
368,-32.88399999999912,2544.15,20,23,5,43
369,-25.756749999999823,2541.0526315789475,24,28,9,52
370,-34.719499999998945,3706.75,24,26,4,50
371,-17.968499999999977,2618.6470588235293,29,24,4,53
372,-36.13250000000007,1889.4444444444443,10,33,8,43
373,-29.843499999999523,2643.823529411765,29,29,12,58
374,-45.0304999999995,1962.1052631578948,7,26,7,33
375,-37.37099999999922,3066.684210526316,24,25,5,49
376,-46.29774999999872,2068.764705882353,23,25,6,48
377,-40.08749999999908,2469.722222222222,18,23,4,41
378,-50.169499999999786,2723.235294117647,17,35,7,52
379,-42.244500000000336,1631.8333333333333,8,22,8,30
380,-39.09499999999955,2503.315789473684,22,22,5,44
381,-37.4382499999994,2232.1176470588234,17,26,8,43
382,-48.47599999999962,2050.8823529411766,14,36,9,50
383,-35.223999999999464,3190.15,18,29,2,47
384,-29.55899999999936,3253.7,25,23,4,48
385,-27.151499999999565,1701.875,9,27,8,36
386,-24.83774999999929,2630.222222222222,23,28,5,51
387,-38.10749999999964,2262.0,10,30,5,40
388,-37.29774999999934,3305.3,15,31,8,46
389,-37.57624999999945,2132.4210526315787,11,26,7,37
390,-30.668749999999164,2008.55,16,28,2,44
391,-33.23799999999944,2554.4210526315787,11,27,8,38
392,-43.45199999999919,2396.4444444444443,12,28,5,40
393,-29.298999999999317,2918.5,29,27,7,56
394,-21.62474999999957,3212.5,27,17,7,44
395,-23.81449999999962,2808.222222222222,25,20,9,45
396,-14.396999999999949,3328.0,47,24,12,71
397,-43.45774999999908,2348.9473684210525,17,26,2,43
398,-54.02625000000031,2050.8823529411766,19,46,4,65
399,-38.15024999999988,2022.0,23,27,2,50
400,-35.4662499999992,2345.3333333333335,22,27,7,49
401,-29.029499999999906,2441.3888888888887,28,29,13,57
402,-43.530249999999754,2185.4117647058824,21,40,6,61
403,-40.49024999999976,1429.0,6,25,3,31
404,-31.204499999998603,2390.3333333333335,29,21,5,50
405,-22.10324999999923,3553.4736842105262,27,30,9,57
406,-39.90224999999959,2888.5263157894738,23,31,6,54
407,-24.649999999999245,2869.222222222222,28,24,4,52
408,-38.0779999999999,1429.0,13,34,6,47
409,-28.212749999999108,3563.4736842105262,27,29,5,56
410,-39.77324999999936,2122.277777777778,22,15,8,37
411,-36.15299999999933,3757.3684210526317,25,35,4,60
412,-37.60749999999925,2947.5555555555557,19,26,8,45
413,-44.530249999999576,2125.0,12,30,5,42
414,-30.547499999999882,2012.888888888889,18,30,5,48
415,-30.61499999999911,3502.95,27,19,9,46
416,-34.47874999999922,2008.5,12,25,6,37
417,-33.60074999999978,2460.777777777778,21,33,6,54
418,-23.461499999999667,2962.3,26,19,6,45
419,-32.12624999999967,2755.2,19,26,4,45
420,-38.33774999999966,2074.5555555555557,20,26,1,46
421,-38.159249999998366,3294.6315789473683,32,27,5,59
422,-40.84624999999978,2405.684210526316,14,28,7,42
423,-7.714499999998298,4116.45,41,23,6,64
424,-12.417750000000028,4356.85,23,20,6,43
425,-32.41324999999918,2744.95,19,24,6,43
426,-22.426749999999416,2257.4375,31,24,4,55
427,-32.49924999999957,2063.9444444444443,18,26,7,44
428,-40.76949999999922,3285.5,22,24,8,46
429,-36.197749999999445,2534.529411764706,37,30,4,67
430,-30.013999999999175,2519.3684210526317,25,18,6,43
431,-26.912749999999598,1870.0,14,25,4,39
432,-28.71549999999968,2307.823529411765,16,30,8,46
433,-19.366999999999884,2160.1176470588234,24,28,8,52
434,-32.60274999999887,2461.823529411765,26,27,6,53
435,-29.583999999999868,2202.176470588235,19,36,8,55
436,-2.9637499999995347,3395.7368421052633,43,29,8,72
437,-37.942749999999165,2179.95,10,25,6,35
438,-29.259499999999036,3342.1052631578946,27,29,7,56
439,-37.855999999999554,1925.125,21,29,3,50
440,-35.43649999999834,3318.0526315789475,32,22,6,54
441,-33.61274999999892,1993.4444444444443,17,28,5,45
442,-20.624499999999717,2349.705882352941,29,27,3,56
443,-31.55474999999917,3298.5555555555557,35,20,2,55
444,-33.23499999999911,2548.1,28,19,2,47
445,-34.050749999999574,2072.8,13,23,4,36
446,-25.47724999999996,1874.4705882352941,17,26,4,43
447,-35.775249999999744,3563.470588235294,33,46,3,79
448,-38.04124999999972,2444.176470588235,28,24,4,52
449,-28.01724999999965,2432.3684210526317,19,26,3,45
450,-26.625999999999863,1959.578947368421,15,21,6,36
451,-12.060749999999928,3673.842105263158,32,29,7,61
452,-35.20524999999947,2709.5,30,21,8,51
453,-36.346499999999445,2468.722222222222,27,26,7,53
454,-6.585499999998632,3764.157894736842,38,22,6,60
455,-18.689499999998578,3237.7368421052633,40,25,4,65
456,-23.22974999999939,2895.7,20,25,6,45
457,-41.021499999999264,2652.2105263157896,15,29,2,44
458,-25.796999999999564,2743.0,29,20,1,49
459,-24.70774999999798,3708.5,29,29,5,58
460,-36.04225000000002,2403.2105263157896,14,22,6,36
461,-17.860749999998976,4302.894736842105,37,26,9,63
462,-27.630999999999098,2792.3888888888887,27,28,2,55
463,-14.546999999999263,3004.9444444444443,34,24,4,58
464,-47.02125000000053,1866.0,26,41,7,67
465,-31.128999999999053,2357.625,35,40,7,75
466,-28.03749999999897,3220.4,30,30,3,60
467,-43.83224999999957,2068.3888888888887,14,33,4,47
468,-30.644749999998425,2958.842105263158,28,24,7,52
469,-37.01999999999937,2494.3684210526317,22,18,6,40
470,-31.884999999999188,2198.4117647058824,19,29,2,48
471,-22.08299999999992,2155.722222222222,27,33,5,60
472,-26.925499999999357,2658.0526315789475,29,18,8,47
473,-15.850999999999647,2162.777777777778,25,25,3,50
474,-32.4199999999986,2947.35,27,29,5,56
475,-28.982499999998783,3242.9444444444443,22,30,7,52
476,-34.47799999999966,2050.8823529411766,20,37,2,57
477,-21.237749999999416,2556.1052631578946,27,21,4,48
478,-14.54424999999882,2961.8333333333335,37,15,7,52
479,-17.675249999999412,2157.3125,31,24,3,55
480,-21.29099999999951,2251.0555555555557,28,23,2,51
481,-40.33599999999842,2478.6875,32,28,11,60
482,-25.163249999998946,2621.277777777778,28,28,4,56
483,-23.330499999999503,2028.25,23,20,3,43
484,-34.5109999999986,2522.5789473684213,24,29,5,53
485,-27.664749999999703,2228.75,31,25,7,56
486,-33.71599999999968,1670.125,11,41,4,52
487,-28.53124999999908,3713.25,35,22,6,57
488,-38.499249999999634,1429.0,16,29,4,45
489,-24.26999999999922,2833.4736842105262,29,24,4,53
490,-34.17774999999967,3606.2105263157896,28,30,5,58
491,-16.940999999998393,3763.277777777778,42,30,6,72
492,-18.256749999999652,2397.3529411764707,31,13,4,44
493,-55.34249999999961,2314.3888888888887,12,40,9,52
494,-25.97074999999948,2146.176470588235,26,19,4,45
495,-13.21349999999946,2697.1666666666665,32,23,1,55
496,-18.169249999998765,2950.55,34,17,3,51
497,-25.26024999999897,2379.764705882353,29,26,3,55
498,-26.98924999999924,2512.0,31,26,2,57
499,-32.666499999998535,2862.1111111111113,38,25,2,63
500,-21.448499999998706,2533.5263157894738,32,18,5,50
501,-45.15049999999944,2952.8,14,35,5,49
502,-24.625499999999548,2718.8125,24,20,2,44
503,-22.91449999999959,2583.7368421052633,29,17,4,46
504,-27.12599999999991,1875.4375,23,34,5,57
505,-11.008999999998297,3258.9444444444443,43,29,4,72
506,-27.28474999999903,1698.9411764705883,15,28,6,43
507,-20.151249999999436,2013.5882352941176,31,16,8,47
508,-29.654749999999797,2253.6111111111113,18,20,7,38
509,-11.686249999999067,4030.5263157894738,43,31,2,74
510,-21.15874999999907,3002.05,26,29,6,55
511,-30.910999999999838,2181.3888888888887,31,17,5,48
512,-31.317499999999193,2737.75,28,24,0,52
513,-15.083999999999117,2483.777777777778,34,17,4,51
514,-31.00299999999938,2273.1176470588234,25,34,8,59
515,-26.894249999999136,2078.9444444444443,30,19,4,49
516,-11.71874999999832,3038.1052631578946,29,29,5,58
517,-29.520249999999514,2290.6666666666665,26,28,10,54
518,-21.61749999999966,2487.625,38,30,6,68
519,-34.12924999999973,3175.1111111111113,29,40,3,69
520,-22.573250000000186,2803.2631578947367,26,36,4,62
521,-34.70924999999912,2076.8125,29,34,4,63
522,-20.657249999999166,2469.157894736842,34,17,2,51
523,-20.609249999999427,2307.7,25,18,2,43
524,-28.203499999999686,2150.5,18,31,4,49
525,-32.218249999999614,2113.95,26,15,2,41
526,-42.11149999999989,2109.705882352941,35,38,2,73
